Date,Region,State,Sales Rep,Product,Category,Units Sold,Revenue,Profit,Customer Type,Customer Segment,Channel,Profit Margin
2023-01-15,South,Michigan,Alice,Alpha,Office Supplies,26,2257.79,242.37,Returning,Individual,Retail,10.734833620487292
2023-01-15,East,Texas,Alice,Delta,Electronics,19,1740.45,582.85,New,Individual,Online,33.48846562670574
2023-01-15,North,Illinois,Charlie,Delta,Office Supplies,18,603.12,206.96,Returning,Individual,Retail,34.314895874784455
2023-01-14,North,Michigan,Diana,Beta,Furniture,30,2885.33,533.47,Returning,Individual,Online,18.489046313593246
2023-01-14,South,Illinois,Charlie,Gamma,Furniture,49,4041.2,998.15,New,Enterprise,Online,24.69934672869445
2023-01-14,North,California,Charlie,Delta,Electronics,42,2225.77,408.75,Returning,Enterprise,Online,18.36443118561217
2023-01-14,East,Pennsylvania,Bob,Gamma,Furniture,45,2722.72,449.72,New,SMB,Online,16.517306223188577
2023-01-14,South,North Carolina,Charlie,Epsilon,Electronics,1,65.83,24.51,New,Individual,Online,37.23226492480632
2023-01-13,North,Ohio,Bob,Beta,Furniture,29,870.57,310.61,Returning,Enterprise,Retail,35.67892300446834
2023-01-13,East,Georgia,Charlie,Gamma,Electronics,14,1273.04,504.02,New,Individual,Retail,39.59184314711242
2023-01-13,West,Georgia,Diana,Epsilon,Electronics,37,1412.36,544.76,New,Enterprise,Online,38.57090260273585
2023-01-13,North,Texas,Alice,Epsilon,Electronics,50,3662.97,928.13,New,Individual,Online,25.33818185789127
2023-01-13,South,Pennsylvania,Bob,Gamma,Office Supplies,27,1424.02,430.45,Returning,Individual,Retail,30.227805789244535
2023-01-12,East,Pennsylvania,Diana,Gamma,Electronics,4,193.79,73.97,Returning,SMB,Retail,38.17018422003199
2023-01-12,East,Pennsylvania,Alice,Beta,Furniture,1,78.94,12.8,New,Enterprise,Retail,16.214846719027108
2023-01-11,South,Pennsylvania,Bob,Delta,Electronics,27,1040.91,142.45,New,Enterprise,Online,13.685140886339836
2023-01-10,West,Michigan,Charlie,Delta,Office Supplies,17,1166.03,160.45,New,SMB,Online,13.760366371362656
2023-01-10,North,New York,Alice,Beta,Furniture,50,1167,353.19,New,Individual,Online,30.26478149100257
2023-01-09,South,North Carolina,Bob,Alpha,Electronics,44,1402.97,411.06,New,SMB,Online,29.299272258138092
2023-01-08,North,Michigan,Diana,Delta,Electronics,23,2082.29,265.03,New,SMB,Online,12.727814089295919
2023-01-08,West,Georgia,Bob,Gamma,Office Supplies,27,2273.67,902,New,SMB,Retail,39.67154424344781
2023-01-08,East,Texas,Alice,Alpha,Furniture,34,1194.74,326.53,New,Individual,Online,27.330632606257428
2023-01-08,East,New York,Charlie,Epsilon,Office Supplies,1,76.37,19.63,Returning,Individual,Retail,25.703810396752647
2023-01-08,North,North Carolina,Alice,Epsilon,Furniture,19,731.4,278.14,New,Enterprise,Online,38.028438610883235
2023-01-07,North,North Carolina,Alice,Epsilon,Electronics,21,1947.07,340.11,New,Enterprise,Retail,17.46778492812277
2023-01-07,West,North Carolina,Charlie,Gamma,Furniture,17,961.4,241.32,New,SMB,Online,25.10089452881215
2023-01-06,North,New York,Charlie,Epsilon,Electronics,39,1689.24,375.26,New,Enterprise,Online,22.214723781108663
2023-01-06,East,Ohio,Alice,Alpha,Electronics,3,151.25,49.94,New,SMB,Online,33.018181818181816
2023-01-06,North,New York,Bob,Delta,Electronics,29,2876.54,775.62,New,Enterprise,Retail,26.96364382209182
2023-01-06,East,North Carolina,Charlie,Delta,Office Supplies,47,3341.37,1245.9,Returning,Enterprise,Online,37.28710079997127
2023-01-06,North,Florida,Charlie,Epsilon,Electronics,20,1155.71,180.05,New,SMB,Retail,15.579167784305753
2023-01-05,East,Texas,Diana,Alpha,Electronics,3,88.02,15.48,New,Individual,Online,17.586912065439677
2023-01-05,North,North Carolina,Diana,Epsilon,Electronics,4,267.02,92.1,New,Enterprise,Retail,34.491798367163504
2023-01-05,South,Georgia,Alice,Delta,Electronics,21,1508.37,198.66,New,Individual,Online,13.170508562222796
2023-01-04,South,New York,Diana,Delta,Furniture,16,1092.25,383.17,New,SMB,Online,35.08079652094301
2023-01-04,South,Illinois,Alice,Gamma,Office Supplies,24,2370.08,461.88,New,Individual,Retail,19.487949773847298
2023-01-03,West,Michigan,Alice,Delta,Furniture,26,1521.13,261.96,New,Enterprise,Online,17.221407769224193
2023-01-02,North,Texas,Alice,Delta,Electronics,7,643.07,167.51,New,Individual,Retail,26.04848616791329
2023-01-02,West,California,Alice,Alpha,Electronics,7,427.93,131.27,New,SMB,Online,30.675577781412848
2023-01-02,South,California,Bob,Alpha,Electronics,7,235.99,56.74,Returning,Individual,Online,24.043391669138522
2023-01-02,South,New York,Charlie,Delta,Furniture,39,1113.08,362.58,New,Individual,Online,32.57447802493981
2023-01-02,South,Illinois,Diana,Gamma,Office Supplies,33,2729.91,689.51,Returning,SMB,Retail,25.25760922521255
2023-01-01,North,Florida,Alice,Epsilon,Electronics,15,859.95,226.14,Returning,SMB,Online,26.296877725449153
2023-01-01,South,Florida,Charlie,Delta,Office Supplies,21,748.31,97.43,New,SMB,Online,13.020005078109342
2023-01-01,East,Georgia,Bob,Delta,Office Supplies,28,2795.31,1108.84,New,Individual,Retail,39.66787225745981
